STATE,SCHOOL_NAME,EMAIL,WEB_ADDRESS,CONTACT_INFO,ADDRESS_AND_PHONE_INFO,STUDENTS_INFO
Michigan,Bloomfield Christian School,info@bloomfieldchristian.com,http://www.bloomfieldchristian.com,"  Mrs. Robin Schmidt, Headmaster : 7/94 - CharterG","(Formerly known as Christian Leadership Academy)ACCS Accredited Since April 20133570 Telegraph Rd., Bloomfield Hills, MI  48302(248) 499-7800   FAX: (248) 499-3359E",K-12 (114 students)
Michigan,Midland Christian School,rhonda.sarafolean@midlandchristianschool-mi.org,http://www.midlandchristianschool-mi.org/,"Mr. Eric Robyn, Administrator : 1/07 - MemberG","4417 W. Wackerly St., Midland, MI  48640(989) 835-9881   FAX: (989) 835-5201E",PreK3-12 (100 students)
Michigan,Oakdale Academy,admin@oakdaleacademy.com,http://www.oakdaleacademy.com,"Mrs. Rachel Greb, Head of School : 1/13 - MemberG","3200 Beacham Drive, Waterford, MI  48329(248) 333-4309  FAX: (248) 333-7098E",PreK-12 (98 students)
Michigan,Trinitas Classical School ,tszimmerman@reagan.com,http://www.trinitasclassical.org/,Mr. Peter Marth : 7/06 - MemberG,"1465 Three Mile Rd. NW, Grand Rapids, MI 49544 (mailing address)1226 Union Ave. NE, Grand Rapids, MI 49505 (facility address)(616) 855-6518   FAX: (616) 855-6962E",K-8 (66 students)H
Minnesota,Agape Christi Academy,info@agapechristi.com,http://www.agapechristi.com,"Jeb Culbertson, Administrator : 3/13 - MemberG","9957 Valley View Rd., Eden Prairie, MN  55344(952) 856-0103  FAX: None availableE",K-5 (25 students)
Minnesota,Liberty Classical Academy,info@libertyclassicalacademy.org,http://www.libertyclassicalacademy.org/,"Mrs. Rebekkah Hagstrom, M. A. : 6/02 - MemberG","    3878 Highland Ave., White Bear Lake, MN  55110(651) 772-2777  FAX:  (651) 776-0393 (call first)E",PreK-12 (170 students)
Minnesota,Schaeffer Academy,info@schaefferacademy.org,http://www.schaefferacademy.org/,  Mr. Keith Phillips : 12/95 - CharterG,"ACCS Accredited since June 2006 2700 Schaeffer Lane NE, Rochester, MN   55906(507) 286-1050   FAX:  (507) 282-3823E",K-12 (361 students)
Mississippi,Regents School of Oxford,mjohnson@regentsofoxford.org,http://www.regentsofoxford.org,Dr. Michael Johnson : 6/10 - MemberG,"ACCS Accredited Since October 201314 County Road 130, Oxford, MS 38655(662) 232-1945  FAX: (662) 232-8818E",PreK-12 (183 students)
Mississippi,The Veritas School,searnhart@theveritasschool.org,http://www.theveritasschool.org,Tray Earnhartdt : 6/01 - MemberG,"1202 Highland Colony Pkwy, Ridgeland, MS  39157(601) 713-1555  FAX: (601) 605-1306E",6-12 (83 students) 
Missouri,Faith Christian Academy,office@fcaclassical.com,http://www.fcaclassical.com/,"Mr. Matt Greco, Headmaster             Mr. Howard Eames, Headmaster Emeritus : 2/04 - MemberG","3500 NE Prather Rd, Kansas City, MO  64116(816) 455-3513   FAX: (816) 455-0982E",K-12 (248 students)
Missouri, ,,http://www.fcaclassical.com/,"Mr. Matt Greco, Headmaster             Mr. Howard Eames, Headmaster Emeritus : 2/04 - MemberG","schools are listed first, followed by affiliate members Alphabetical List          State ListFaith Christian Academy3500 NE Prather Rd, Kansas City, MO  64116(816) 455-3513   FAX: (816) 455-0982E",K-12 (248 students)G
Missouri,Heritage Classical Christian Academy,jwood@heritageclassical.org,http://www.heritageclassical.org,"Jason W. Wood, Executive Director : 7/12 - MemberG","625 Meramec Station Rd., Manchester, MO  63021(636) 394-8063  FAX:None availableE",6-12 (64 students)
Missouri,Ozarks Christian Academy,info@ozarkschristianacademy.com,http://www.ozarkschristianacademy.com/,"Mr. Martin Winslow, Headmaster : 1/06 - MemberG","PO Box 1620, West Plains, MO  65775(417) 255-1622   FAX: None availableE",PreK - 12 (105 students)
Missouri,Providence Classical Christian Academy,info@providencestl.org,http://www.providencestl.org,"Mr. Jonathan Mattull, Headmaster : 10/96 - MemberG","5293 S. Lindbergh Blvd., St. Louis, MO  63126(314) 842-6846   FAX: (314) 842-8935E",K–12  (133 students) 
Missouri,School of the Ozarks (Campus Lab High School),bdolloff@cofo.edu,http://www.cofo.edu/labschool,Mr. Brad Dolloff :11/11G,"One Opportunity Ave., Point Lookout, MO  65726 (facility address)PO Box 17, Point Lookout, MO  65726 (mailing address)(417) 690-2325  FAX: (417) 690-2327E","K-6, 9-12 (230 students)"
Missouri,Whitefield Academy,randy@swetnamfarm.com,http://www.whitefieldacademy.org/,"Dr. Quentin Johnston, Interim Headmaster : 2/96 - Charter MemberG","ACCS Accredited Since February 20138929 Holmes, Kansas City, MO  64131(816) 444-3567   FAX: (816) 822-8405E",PreK-12 (224 students)T
Montana,Petra Academy,office@petraacademy.com,http://www.petraacademy.com/,"Sam Koenen, Headmaster : 4/01 - MemberG","ACCS Accredited Since June 20104720 Classical Way, Bozeman, MT  59718(406) 582-8165   FAX: (406) 556-8777E",K4-12 (180 students)
Montana,Summit Christian Academy,summitacademymt@gmail.com,http://www.gosummitacademy.com,"Robert Brown, Administrator : 5/14 - MemberG","PO Box 403, Livingston, MT  59047 (mailing address)#1 West End Rd., Livingston, MT  59047 (facility address)(406) 823-9155  FAX: (855) 308-7203E",K-12 (32 students)
Montana,Whitefish Christian Academy,tkotila@whitefishacademy.org,http://www.whitefishacademy.org,"Todd Kotila, Headmaster : 4/11 - MemberG","820 Ashar Ave., Whitefish, MT  59937406-862-5875  FAX: 406-862-3515E",PreK-8 (140 students) 
Nevada,Logos Christian Academy,logos@cccumm.net,http://www.logosfallon.com/,  Jack Beach : 5/00 - MemberG,"     665 Sheckler Rd, Fallon, NV  89406(775) 428-1825   FAX:  none availableE",K-8 (65 students) 
New Jersey,American Christian School,admin@acs-nj.org,http://www.americanchristianschool.org/,"","126 South Hillside Avenue, Succasunna, NJ  07876(973) 584-6616   FAX:  (913) 584-0686E",PreK-12 (210 students)
New Jersey,Stratford Classical Christian Academy,eblack@njclassical.com,http://www.njclassical.com,"Mr. Jonathan Jones, Headmaster : 5/03 - MemberG","710 W. Laurel Rd., Stratford, NJ  08084(856) 882-7222   FAX:  (856) 882-7226E",K-12 (87 students)
New Jersey,Trinity Christian School,tcsoffice@tcsnj.org,http://www.tcsnj.org,"Mr. Douglas Prol, Principal              Mr. Jeffrey Holcomb, Admin Director : 7/97 - MemberG","160 Changebridge Rd., Montville, NJ  07045(973) 334-1785  FAX: (973) 334-9282E",K-12 (178 students)
New Jersey,The Wilberforce School,business@wilberforceschool.org,http://www.wilberforceschool.org,"  Mr. Howe Whitman, Jr. and Dr. Karen Ristuccia : 2/05 - MemberG","99 Clarksville Road, Princeton Junction, NJ  08550(609) 924-6111   FAX: (609) 924-6995E",PreK-4 (156 students)
New Jersey,Smart Tuition,tara.christie@smarttuition.com,http://www.smarttuition.com,Catherine Blades : 7/08 - Affiliate Business          ,"One Woodbridge Center, Suite 800, Woodbridge, NJ 07095(800) 762-7808   FAX:  (866) 369-9811E",""
New Mexico,Calvary Christian Academy,nils@silvercca.org,http://www.silvercca.org,Nils Eng : 12/06 - MemberG,"PO Box 29, Silver City, NM  88062 (mailing address)3001 Highway 90 South, Silver City (facility address)(575) 388-4478   FAX: (575) 388-4114E",PreK-12 (67 students)
New Mexico,Imago Dei Academy,amieanna@aol.com,http://www.ida-alamo.org,Laura King : 1/08-MemberG,"1100 Michigan Ave, Alamogordo, NM 88310(575) 434-3903  FAX: same as voice phoneE",K5-12 (112 students)B
North Carolina,Bradford Academy,info@bradfordacademy.org,http://www.bradfordacademy.org/,"Jeff Johnston, Board President : 1/07 - MemberG","PO Box 147, Mebane, NC  27302 (mailing address)939 S. 3rd St., Mebane, NC  27302 (facility address)(336) 263-1262   FAX: none availableE",K-7 (74 students)
North Carolina,Cary Christian School,jdickman@carychristianschool.org,http://www.carychristianschool.org/,"Mr. Dell Cook, Superintendent              Mr. Frank Hollowell, Logic Principal              Mrs. Teena Armstrong, Grammar Principal              Mrs. Ginger Hayes, Phonics Principal : 8/96 - MemberG","ACCS Accredited Since May 20021330 Old Apex Road, Cary, NC  27513(919) 303-2560   FAX: (919) 367-7558E",K-12 (787 students)
North Carolina,Covenant Classical School,mkuhn@covenantclassical.org,http://www.covenantclassical.org/,"Joel Staggers, Head of School : 4/04 - MemberG","     3200 Patrick Henry Dr., Concord, NC  28027(704) 792-1854   FAX: (704) 792-2102E",  K4-12 (212 students)
North Carolina,Haw River Christian Academy,info@hawriverchristian.org,http://www.hawriverchristian.org/,Mrs. Kelly Butler : 8/07 - MemberG,"2428 Silk Hope Gum Springs Rd., Pittsboro, NC  27312(919) 533-4139   FAX: none availableE",JK-9 (65 students)
North Carolina,Hickory Christian Academy ,dhodges@hickorychristian.com,http://www.hickorychristianacademy.com/,Mr. Tracy Robinson : 5/97 - MemberG,"    3260 6th Street Drive NW, Hickory, NC   28601(828) 324-5405   FAX: (828) 324-4353E",PreK-12 (474 students)
North Carolina,Renaissance Classical Christian Academy,info@rccaonline.com,http://www.rccaonline.com/,"Mr. Ray Hendrickson, Headmaster : 8/08 - MemberG","6427 Cliffdale Rd, Fayetteville, NC 28314(910) 221-0400   FAX: (910) 864-5476E",PreK4-10 (78 students)
North Carolina,Sandhills Classical Christian School,office@sandhillsccs.org,http://www.sandhillsccs.org/,"  Mrs. Joanna Martin, Principal : 2/00 - MemberG","     PO Box 2600, Southern Pines, NC  28388 (Mailing address)387 W. Pennsylvania Ave., Southern Pines, NC  28387 (Physical address)(910) 695-1874   FAX: (910) 401-1335E",K-10 (169 students)
North Carolina,Veritas Christian Academy ,jessicamcgehee08@gmail.com,http://www.veritasnc.org/,"Mrs. Kay Belknap, Head of School : 8/98 - MemberG","    17 Cane Creek Road, Fletcher, NC   28732-9470(828) 681-0546   FAX: (828) 681-0547E",PreK-12 (349 students)
Ohio,Mars Hill Academy,james.waldy@marshill.edu,http://www.marshill.edu/,"  Mr. Roger Wismer, Headmaster,                Paul Brinkerhoff, Academic Dean                James Waldy, Elementary Principal : 3/96 - MemberG","ACCS Accredited Since October 2005  4230 Aero Drive,  Mason, OH  45040 (Cincinnati area)(513) 770-3223  Fax: (513) 770-3443E",K-12 (343 students)
Ohio,Westside Christian Academy,jwhiteman@westsideacademy.org,http://www.westsideacademy.org,"James Whiteman, Headmaster : 4/14 - MemberG","23096 Center Ridge Road, Westlake, OH  44145(440) 331-1300  FAX: (440) 331-1301E",K-8 (101 students)
Ohio,Christian Healthcare Ministries,questions@chministries.org,http://www.chministries.org,Joy Spriggs : 4/14 - Affiliate Business,"127 Hazelwood Ave., Barberton, OH  442031 (800) 791-6225  FAX: (330) 798-5523E",""
Ohio,Sevenstar,peggy_junker@sbcglobal.com,http://www.sevenstar.org,"Dr. R. Mark Beadle : 3/13 - Affiliate BusinessVeritas Academy(A Study Center Serving the Homeschool Community)6200 Linworth Rd, Worthington, OH 43085(614) 885-2810Email: InformationContact: Jeff Weiland : 1/01 - Affiliate Business         ","3630 Park 42 Dr., Cincinnati, OH  45246(513) 612-1029 ext. 4000E",""
Oklahoma,The Academy of Classical Christian Studies,office@theacademyok.org,http://www.theacademyok.org,"Mr. Craig Dunham, Head of School : 8/13 - MemberG","(formerly Providence Hall and Veritas Classical Academy)1120 E. Hefner Road, Oklahoma City, OK  73131(405) 478-2077  FAX: None availableE",PreK3-9 (403 students)
Oklahoma,Augustine Christian Academy,office@acatulsa.org,http://www.acatulsa.org/,"Mr. John Ahrens, Director of Operations              Mr. Kirk Post, Headmaster : 1/05- MemberG","6310 East 30th Street, Tulsa, OK  74114(918) 832-4600  FAX:  (918) 832-4595E",K4-12 (194 students)
Oklahoma,Regent Preparatory School of OK,lwilliams@rpsok.org,http://www.rpsok.org/,Mr. Andrew Shapleigh : 5/02- MemberG,"  ACCS Accredited Since November 2011    8621 S. Memorial Dr., Tulsa, OK  74133(918) 663-1002  FAX: (918) 663-1004E",PreK-12  (480 students)
Oklahoma,Mindhenge Artifacts,mindhenge.artifacts@gmail.com,http://www.mindhengeartifacts.squarespace.com,Casey Shutt : 4/14 - Affiliate Business         ,"PO Box 2707, Edmond, OK  73083(405) 788-7267  FAX: (563) 359-5737C",""
Oregon,Geneva Academy,bturner@genevaroseburg.com,http://www.genevaroseburg.com,Mr. Brian Turner : 5/08 - MemberG,"PO Box 1154, Roseburg, OR  97470 (mailing address)2152 NE Vine St., Roseburg, OR  97470 (facility address)(541) 637-7500   FAX: none availableE",K-12 (84 students)
Oregon,Paideia Classical Christian School,paideiaoffice@gmail.com,http://www.paideiaclassicalchristian.com,"David Spears, Headmaster : 2/14 - MemberG","1423 Madison St., Oregon City, OR  97045 (mailing address)1636 S. Swan Ave., Oregon City, OR  97045 (physical address)(503) 974-4711  FAX: none availableE",K-5 (19 students)
Oregon,St. Stephen's Academy,csix@ststephensacademy.com,http://www.ststephensacademy.com/,  Mr. John Breckenridge : 1/05  - MemberG,"ACCS Accredited Since February 20127275 SW Hall Boulevard, Beaverton, OR  97008(503) 646-4617  FAX:  866-459-7715E",K-12 (213 students)
Oregon,Veritas School,info@veritasschool.net,http://www.veritasschool.net/,Mr. Bryan Lynch : 11/96 - MemberG,"ACCS Accredited Since October 2007     401 Mission Drive, Newberg, OR   97132(503) 538-1962   FAX: (503) 538-9229E",K-12 (221 students)
Oregon,King's Way Classical Academy Online,tmarkets@netzero.net,http://www.kingswayclassicalacademy.com,Dennis Oliver Woods : 8/01 - Affiliate Business         ,"(formerly ClassicalFree Virtual Academy)PO Box 4097, Clackamas, OR  97015 (503) 658-1755  FAX: (503) 658-0385C",""
Pennsylvania,Covenant Christian Academy,david.sonju@ccahbg.net,http://covenantchristianacademy.us/,  David Sonju : 2/97 - MemberG,"     1982 Locust Lane, Harrisburg, PA  17109(717) 540-9885   FAX:  (717) 540-7176E",PreK-12 (213 students)
Pennsylvania,Coventry Christian School,paulfisher@educatingforlife.com,http://www.coventrychristian.com,"Paul Fisher, Headmaster : 10/13 - MemberG","699 N. Pleasantview Rd., Pottstown, PA  19464(610) 326-3366  FAX: (610) 326-0085E",PreK-12 (315 students)
Pennsylvania,Grove City Christian Academy,office@grovecitychristianacademy.com,http://grovecitychristianacademy.com,Mr. Sidney Henriquez :  10/09 - MemberG,"301 N. Madison Avenue, Grove City, PA  16127(724) 458-5253    FAX: (724) 458-5259E",PreK-12 (125 students)
Pennsylvania,Veritas Academy,office@veritasacademy.com,http://www.veritasacademy.com/,  Mr. G. Tyler Fischer : 12/95 - CharterG,"ACCS Accredited since December 2002   26 Hillcrest Avenue, Leola, PA  17540(717) 556-0690   FAX:  (717) 556-0736E",K-12 (196 students)
Pennsylvania,Veritas Press Scholars Academy,jay@veritaspress.com,http://www.veritaspress.com,Mr. Marlin Detweiler             Mr. Larry Stephenson             Mr. Bruce Etter             Laurie Detweiler : 10/12 - MemberG,"1829 William Penn Way, Lancaster, PA  17601(717) 519-1974  FAX: (717) 519-1978E",K-12 (1864 students)
Pennsylvania,Classical Academic Press,info@classicalsubjects.com,http://www.classicalacademicpress.com/,Dr. Christopher Perrin : 4/04 - Affiliate Business,"3920 Market St., Camp Hill, PA  17011(717) 730-0711   C",""
Pennsylvania,"Veritas Press, Inc.",info@veritaspress.com,http://www.veritaspress.com/,Mr. Marlin Detweiler  : 1/98 - Affiliate Business,"1829 William Penn Way, Lancaster, PA  17601(800) 922-5082C",""
Pennsylvania,Writing Assessment Services,cindymarsch@writingassessment.com,http://www.writingassessment.com/,  Cynthia Marsch : 7/97 - Affiliate Business         ,"154 Dight Road, Slippery Rock, PA  16057(724) 738-9198C",""
Rhode Island,Aquidneck Island Christian Academy,aica.classical@verizon.net,http://www.aica-classical.org/,  Mr. Stephen Bailey : 4/02 - MemberG,"321 East Main Rd, Portsmouth, RI  02871(401) 849-5550   FAX: (401) 849-6811E",K-12 (38 students) 
South Carolina,Covenant Classical Christian School,bpevey@covenantcs.org,http://www.covenantcs.org/,"  Kevin Bolen, Headmaster : 3/99 - MemberG","     3120 Covenant Rd., Columbia, SC   29204(803) 787-0225   FAX:  (803) 782-7309E",PreK-12 (104 students)
South Carolina,Greenville Classical Academy,office@greenvilleclassical.com,http://www.greenvilleclassical.com/,"Tim Cockrell, Administrator : 10/04 - MemberG","2519 Woodruff Road, Simpsonville, SC  29681(864) 329-9884  FAX: (864) 987-9015E",K-12 (132 students)
South Carolina,New Covenant School,school@ncchurch.net,http://www.NCS.sc,"Joseph Canney, Administrator : 7/08 - MemberG","303 Simpson Road, Anderson, SC  29621(864) 224-5675  FAX: (864) 224-5985E",K-12 (100 students) 
South Dakota,Providence Classical Christian Academy,admissions@providencecca.com,http://www.providencecca.com,"Addison R. Tolentino, MD, Headmaster : 7/14 - MemberG","700 S. Sneve Ave., Sioux Falls, SD  57103(605) 610-8697  FAX: None availableE",PreK-3 (13 students)
South Dakota,Spearfish Classical Christian School,admin@spearfishclassicalchristian.org,http://www.spearfishclassicalchristian.org,"Brittany Damberg, Head of School : 11/11 - MemberG","PO Box 723, Spearfish, SD  57783-0723605-717-4019  FAX: None availableE",K-12 (64 students)
Tennessee,Agathos Classical School,office@agathosschool.com,http://www.agathosschool.com/,"Mr. Ted Trainor, Headmaster : 5/03 - MemberG","  1201 Mapleash Avenue, Columbia, TN   38401(931) 388-0556  FAX: (931) 388-0556E",PreK-12 (112 students)
Tennessee,Augustine School,dnelson@augustineschool.com,http://www.augustineschool.com/,  Mrs. Donna Nelson : 3/01 - MemberG,"                                                       1171 Old Humboldt Road, Jackson, TN   38305(731) 660-6822   FAX:  (731) 660-6833E",Jr. PreK-10 (90 students)
Tennessee,Candies Creek Academy,candiescreek@candiescreek.com,http://www.candiescreekacademy.com,Mr. Josh Brown : 3/14 - MemberG,"294 Old Eureka Road, Charleston, TN  37310(423) 790-5660  FAX: (423) 476-6607E",K-12 (46 students)
Tennessee,Christ's Legacy Academy,info@clak12.org,http://www.christslegacyacademy.org,"Dr. Shane Arnold, Headmaster : 4/10 - MemberG","964 County Road 180, Athens, TN 37303(423) 649-0040  FAX: (615) 549--9975E",K-12 (141 students)
Tennessee,Cornerstone Academy,info@camtn.com,http://www.cornerstoneacademymorristown.com/,Mr. Benjamin Holland : 3/06 - MemberG,"260 Jacobs Road, Morristown, TN 37813(423) 307-1189E",K-12 (143 students)
Tennessee,The Classical Academy of Franklin,info@tcafranklin.org,http://www.tcafranklin.org,"","810 Del Rio Pike, Franklin, TN  37064(615) 790-8556  FAX:  (615) 790-8617E",K-12  (105 students)
Tennessee,First Baptist Academy,mattmercer@fbaeagles.org,http://www.firstbaptistacademy.us,"Matt Mercer, Head of School : 1/07 - MemberG","7706 Ewing Rd., Powell, TN  37849(865) 947-8503  FAX: (800) 961-6525 E",K-12 (198 students)
Tennessee,Franklin Classical School,office@franklinclassical.com,http://www.franklinclassical.com,"Mr. Jeffrey Dokkestul, Headmaster : 1/05 - MemberG","PO Box 1601, Franklin, TN  37065 (mailing address)1215 Hillsboro Road, Franklin, TN  37069 (facility address)(615) 595-5337  FAX:  (615) 595-5339E",K-12 (120 students)
Tennessee,Highland Rim Academy,info@highlandrimacademy.org,http://www.highlandrimacademy.org/,Mr. Daniel Bailey : 8/07 - MemberG,"PO Box 3022, Cookeville, TN 38502 (mailing address)1621 N. Washington Ave., Cookeville, TN  38501 (facility address)(931) 526-4472  FAX: none availableE",K-12 (109 students)
Tennessee,Jonathan Edwards Classical Academy,office@jecanashville.org,http://JECANASHVILLE.ORG,  Ryan Boomershine : 9/09 - MemberG,"1022 S. Graycroft Ave., Madison, TN  37115(615) 876-7291   FAX: none availableE",  K-9  (78 students) 
Tennessee,New College Franklin,office@newcollegefranklin.org,http://www.newcollegefranklin.org/,"Mr. Greg Wilbur, Dean              Gene King, Associate Academic Dean              Tammy McCoy, Bursar, Registrar              Steve Crampton, Chairman of the Board : 1/09 - Member","PO Box 1575, Franklin, TN 37065 (mailing address)136 3rd Ave. South, Franklin, TN 37064 (facility address)(615) 815-8360   FAX: (866) 333-9001E",""
Tennessee,Paideia Academy,chale@paideiaknoxville.org,http://www.paideiaknoxville.org/,"Mr. Kent Capps, Upper School Principal : 5/04 - MemberG","10825 Yarnell Rd., Knoxville, TN   37932(865) 670-0440   FAX: (865) 670-0440E",K-9 (121 students)
Tennessee,Providence Academy,paknights@providenceacademy.com,http://www.providenceacademy.com/,  Mr. Jerry Williams : 3/96 - CharterG,"2788 Carroll Creek Rd., Johnson City, TN  37615(423) 854-9819   FAX:  (423) 854-8958E",K-12 (476 students)
Tennessee,Providence Christian Academy,pcaadm@providencechristian.com,http://www.providencechristian.com/,"  Mr. William Vaughn, Headmaster : 5/98 - MemberG","410 DeJarnett Lane, Murfreesboro, TN   37130(615) 904-0902   FAX:  (615) 904-0859E",K-12 (308 students)
Tennessee,Redeemer Classical Academy,contactus@redeemerclassicalacademy.com,http://www.redeemerclassicalacademy.com,"Lisa Carlton, Administrating instructor              Amanda Bell, Administrating instructor              Mike Williams, Administrating instructor : 12/13 - MemberG","PO Box 12169, Murfreesboro, TN  37129 (mailing address)1503 Sulphur Springs Rd., Murfreesboro, TN  37130 (facility address)(615) 274-904-0350  FAX: None availableE",K-12  (39 students)
Tennessee,Westminster Academy,dbhallman@nctc.com,http://www.wamemphis.com/,"  Debbie Frazier, Interim Head of School : 2/96 - CharterG","ACCS Accredited Since April 20022500 Ridgeway Road, Memphis, TN   38119(901) 380-9192   FAX:  (901) 405-2019E",K-12 (309 students)S
Texas,Alpha Omega Academy,aoa123@sbcglobal.net,http://www.alphaomegaacademy.org/,"  Mr. Paul Davidhizar, Headmaster : 1/98 - MemberG","  PO Box 8419, Huntsville, TX  77340 (mailing address)3891 Highway 30 West, Huntsville, TX (facility address)(936) 438-8833   FAX: (936) 438-8844E",K-12 (364 students)
Texas,Annapolis Christian Academy,phansen@aca-cc.org,http://www.aca-cc.org/,Mr. Peter Hansen                Mr. Mark Cox : 5/98 - MemberG,"ACCS Accredited Since May 20093875 S. Staples St, Corpus Christi, TX  78411(361) 991-6004   FAX: (361) 232-5629E",PreK3-12 (275 students)
Texas,Christian Heritage School,dcarr@chs-longview.com,http://www.chslongview.com/,"Mr. Doug Carr, Grammar and Logic School Head              Mr. Jim McCormick, Rhetoric School Head : 8/08 - MemberG","2715 FM 1844, Longview, TX 75605(903) 663-4151  FAX:  (903) 663-4587E",K-12 (281 students)
Texas,Coram Deo Academy,school@coramdeoacademy.org,http://www.coramdeoacademy.org/,  Mr. Bill Rector : 12/00 - MemberG,"   4900 Wichita Trail, Flower Mound, TX  75022(800) 465-0561 or (972) 691-5648   FAX: (972) 692-5140E",  K4-12 (1088 students)
Texas,Coram Deo Classical Academy,info@coramdeobrownsville.org,http://www.coramdeobrownsville.com,Mrs. Pam Kriegel : 6/06 - MemberG,"1175 W. Price Rd. Ste. 3, Brownsville, TX  78520(956) 982-2332  FAX: none availableE",K-10 (15 students)
Texas,Covenant Academy,laurie.brooks@covenantacademyhouston.org,http://www.covenantacademyhouston.org/,Mrs. Leslie Collins : 1/06 - MemberG," 11711 Telge Road, Cypress, TX  77429(281) 373-2233   FAX: (281) 582-8227E",K-11 (123 students)
Texas,Covenant Classical School,info@covenantfw.org,http://www.covenantfw.org/,"  Mr. Eric Cook, Headmaster : 12/99 - MemberG","    1701 Wind Star Way, Fort Worth, TX  76108(817) 820-0884   FAX:  (817) 246-5027E",K-12  (294 students)
Texas,The Covenant School,kschuck@covenantdallas.com,http://www.covenantdallas.com,"Dr. David Pitre, Head of School  : 11/14 - MemberG","7300 Valley View Lane, Dallas, TX  75240 (214) 358-5818  FAX: (214) 358-5809 E",K-12 (549 students)
Texas,First Classical Academy,firstclassical@fbckaty.com,http://www.fbckaty.com/children/fca,Bronson Stewart : 8/12 - MemberG,"600 Pin Oak Rd., Katy, TX  77494(281) 574-2047  FAX: None availableE",K-12 (35 students)
Texas,Geneva School of Boerne,BRyden@genevaschooltx.org,http://www.genevaschooltx.org/,"Mr. Brad Ryden, Head of School : 2/99 - MemberG","   113 Cascade Caverns Road, Boerne, TX  78015(830) 755-6101   FAX:  (830) 755-6102E",K-12  (664 students)
Texas,Gloria Deo Academy,jamie@gloriadeoacademy.net,http://www.gloriadeoacademy.net,"Ms. Jamie King, Dean of Admissions and Finance : 4/12 - MemberG","20475 Hwy. 46 W., Ste. 115-171, Spring Branch, TX  78070 (mailing address)1100 Bulverde Rd., Bulverde, TX  78163 (facility address)(830) 708-5463  FAX: none availableE",K-12 (115 students)
Texas,Good Shepherd Reformed Episcopal School,office@gsstyler.org,http://www.gsstyler.org/,  Fr. Daniel Sparks : 3/98 - MemberG,"   2525 Old Jacksonville Hwy., Tyler, TX  75701(903) 592-4045  FAX: (903) 596-7149E",K4-12 (109 students)
Texas,Grace Academy of Georgetown,headmaster@graceacademy-gt.org,http://www.graceacademy-gt.org/,David Diener : 5/01 - MemberG,"ACCS Accredited Since November 2014225 Grace Blvd., Georgetown, TX  78633(512) 864-9500  FAX: (512) 868-5429E",K-12 (214 students)
Texas,Grace Academy of North Texas,jody.capehart@graceacademy-nt.org,http://www.graceacademy-nt.org,"Jody Capehart, Head of School : 4/12 - MemberG","4255 E. Prosper Trail, Prosper, TX  75078(469) 287-7111  FAX: (972) 632-1729E",K-10 (150 students)
Texas,Grace Classical Academy,brucegca@gmail.com,http://www.graceclassical.com,"Bruce Williams, Head of School : 7/12 - MemberG","603 Meander Rd., Granbury, TX  76049(682) 936-4566  FAX: none availableE",PreK-5 (11 students)
Texas,Heritage School,ceggleston@austin.rr.com,http://www.heritage-school.net/,"Mr. Doug Carr, Grammar and Logic School Head              Mr. Jim McCormick, Rhetoric School Head : 8/08 - MemberG","2715 FM 1844, Longview, TX 75605(903) 663-4151  FAX:  (903) 663-4587E",K-12 (281 students)C
Texas,Oak Ridge Christian Academy,admin@oakridgechristian.org,http://www.oakridgechristian.org/,Pastor Jess Larson : 8/08 - MemberG,"27420 Robinson Rd, Conroe, TX 77385(281) 298-5800   FAX: (281) 292-2818E",PreK-12 (175 students)
Texas,Paratus Classical Academy,pam@paratusclassicalacademy.org,http://www.paratusclassicalacademy.org,"Pam Dollins, Head of School : 5/13 - MemberG","1415 S. Voss, Ste. 110-436, Houston, TX  77055 (Mailing address)1610 Campbell Rd., Houston, TX  77057 (Facility address)E",PreK-8 (64 students)
Texas,Providence Classical School,jweichbrodt@pcsclassical.org,http://www.pcsclassical.org/,  Jon Weichbrodt : 3/00 - MemberG,"ACCS Accredited Since April 20066006 Spring Cypress Rd, Spring, TX  77379(281) 320-0500   (281) 379-3050   FAX:  (281) 379-2039E",K-12 (337 students)
Texas,Providence Preparatory School,bret.billman@provprep.org,http://www.provprep.org,  Bret Billman : 11/10 - MemberG,"3809 S General Bruce Dr., Ste 103 PMB 8183, Temple TX 76502  (mailing address)506 N. Main St., Belton, TX  76513  (physical address)Ph 254-307-1165  FAX: 254-742-1718E",PreK-12 (210 students)
Texas,Regents Academy,regents_academy_office@yahoo.com,http://www.regentsacademy.com/,"  Mr. David Bryant, Administrator : 2/05 - MemberG","200 NE Stallings Drive, Nacogdoches, TX  75961(936) 559-7343  FAX: (936) 559-7344E",PreK4-12 (150 students)
Texas,Regents School of Austin,RSA@regents-austin.com,http://www.regentsschool.com/,"Rod Gilbert, Head of School : 7/94 - CharterG","ACCS Accredited Since April 2002 3230 Travis Country Circle, Austin, TX  78735(512) 899-8095   FAX:  (512) 899-8623E",K-12 (1003 students)
Texas,River Hills Christian Academy,principal@rhca.cc,http://www.rhca.cc,"Shayla Floyd, Principal : 4/14 - MemberG","PO Box 260607, Corpus Christi, TX  78426 (mailing address)16318 FM 624, Robstown, TX  78380 (facility address)(361) 933-1114  FAX: (361) 767-7422E",PreK-2 (16 students)
